CODTOUR,DATETOUR,JOUR,NBEXP
V058,16-10-2020,VENDREDI,146
V058,17-10-2020,SAMEDI,145
V058,18-10-2020,DIMANCHE,135
V058,19-10-2020,LUNDI,136
V058,20-10-2020,MARDI,138
V058,21-10-2020,MERCREDI,138
V059,15-10-2020,JEUDI,82
V059,16-10-2020,VENDREDI,89
V059,17-10-2020,SAMEDI,87
V059,18-10-2020,DIMANCHE,86
V059,19-10-2020,LUNDI,82
V059,20-10-2020,MARDI,83
V059,21-10-2020,MERCREDI,83
V063,15-10-2020,JEUDI,277
V063,16-10-2020,VENDREDI,294
V063,17-10-2020,SAMEDI,288
V063,18-10-2020,DIMANCHE,269
V063,19-10-2020,LUNDI,273
V063,20-10-2020,MARDI,277
V063,21-10-2020,MERCREDI,277
V065,15-10-2020,JEUDI,160
V065,16-10-2020,VENDREDI,175
V065,17-10-2020,SAMEDI,153
V065,18-10-2020,DIMANCHE,119
V065,19-10-2020,LUNDI,154
V065,20-10-2020,MARDI,162
V065,21-10-2020,MERCREDI,162
V067,15-10-2020,JEUDI,234
V067,16-10-2020,VENDREDI,241
V067,17-10-2020,SAMEDI,233
V067,18-10-2020,DIMANCHE,220
V067,19-10-2020,LUNDI,231
V067,20-10-2020,MARDI,235
V067,21-10-2020,MERCREDI,234
V076,15-10-2020,JEUDI,87
V076,16-10-2020,VENDREDI,95
V076,17-10-2020,SAMEDI,96
V076,18-10-2020,DIMANCHE,93
V076,19-10-2020,LUNDI,86
V076,20-10-2020,MARDI,88
V076,21-10-2020,MERCREDI,88
V080,15-10-2020,JEUDI,313
V080,16-10-2020,VENDREDI,325
V080,17-10-2020,SAMEDI,303
V080,18-10-2020,DIMANCHE,287
V080,19-10-2020,LUNDI,307
V080,20-10-2020,MARDI,311
V080,21-10-2020,MERCREDI,311
V089,15-10-2020,JEUDI,56
V089,16-10-2020,VENDREDI,59
V089,17-10-2020,SAMEDI,54
V089,18-10-2020,DIMANCHE,47
V089,19-10-2020,LUNDI,55
V089,20-10-2020,MARDI,56
V089,21-10-2020,MERCREDI,56
V097,15-10-2020,JEUDI,122
V097,16-10-2020,VENDREDI,128
V097,17-10-2020,SAMEDI,131
V097,18-10-2020,DIMANCHE,123
V097,19-10-2020,LUNDI,120
V097,20-10-2020,MARDI,123
V097,21-10-2020,MERCREDI,123
V098,15-10-2020,JEUDI,255
V098,16-10-2020,VENDREDI,260
V098,17-10-2020,SAMEDI,264
V098,18-10-2020,DIMANCHE,242
V098,19-10-2020,LUNDI,253
V098,20-10-2020,MARDI,254
V098,21-10-2020,MERCREDI,255
V099,15-10-2020,JEUDI,168
V099,16-10-2020,VENDREDI,199
V099,17-10-2020,SAMEDI,193
V099,18-10-2020,DIMANCHE,177
V099,19-10-2020,LUNDI,161
V099,20-10-2020,MARDI,167
V099,21-10-2020,MERCREDI,167
V103,15-10-2020,JEUDI,137
V103,16-10-2020,VENDREDI,150
V103,17-10-2020,SAMEDI,150
V103,18-10-2020,DIMANCHE,143
V103,19-10-2020,LUNDI,135
V103,20-10-2020,MARDI,136
V103,21-10-2020,MERCREDI,136
V104,15-10-2020,JEUDI,93
V104,16-10-2020,VENDREDI,98
V104,17-10-2020,SAMEDI,92
V104,18-10-2020,DIMANCHE,83
V104,19-10-2020,LUNDI,92
V104,20-10-2020,MARDI,93
V104,21-10-2020,MERCREDI,93
V105,15-10-2020,JEUDI,102
V105,16-10-2020,VENDREDI,108
V105,17-10-2020,SAMEDI,105
V105,18-10-2020,DIMANCHE,93
V105,19-10-2020,LUNDI,97
V105,20-10-2020,MARDI,99
V105,21-10-2020,MERCREDI,99
V106,15-10-2020,JEUDI,217
V106,16-10-2020,VENDREDI,246
V106,17-10-2020,SAMEDI,231
V106,18-10-2020,DIMANCHE,221
V106,19-10-2020,LUNDI,213
V106,20-10-2020,MARDI,214
V106,21-10-2020,MERCREDI,213
V107,15-10-2020,JEUDI,50
V107,16-10-2020,VENDREDI,56
V107,17-10-2020,SAMEDI,55
V107,18-10-2020,DIMANCHE,48
V107,19-10-2020,LUNDI,51
V107,20-10-2020,MARDI,51
V107,21-10-2020,MERCREDI,51
V108,15-10-2020,JEUDI,260
V108,16-10-2020,VENDREDI,294
V108,17-10-2020,SAMEDI,292
V108,18-10-2020,DIMANCHE,281
V108,19-10-2020,LUNDI,262
V108,20-10-2020,MARDI,266
V108,21-10-2020,MERCREDI,266
V109,15-10-2020,JEUDI,148
V109,16-10-2020,VENDREDI,152
V109,17-10-2020,SAMEDI,154
V109,18-10-2020,DIMANCHE,145
V109,19-10-2020,LUNDI,147
V109,20-10-2020,MARDI,149
V109,21-10-2020,MERCREDI,149
V110,15-10-2020,JEUDI,194
V110,16-10-2020,VENDREDI,214
V110,17-10-2020,SAMEDI,207
V110,18-10-2020,DIMANCHE,198
V110,19-10-2020,LUNDI,192
V110,20-10-2020,MARDI,195
V110,21-10-2020,MERCREDI,195
V112,15-10-2020,JEUDI,196
V112,16-10-2020,VENDREDI,202
V112,17-10-2020,SAMEDI,197
V112,18-10-2020,DIMANCHE,173
V112,19-10-2020,LUNDI,191
V112,20-10-2020,MARDI,195
V112,21-10-2020,MERCREDI,195
V113,15-10-2020,JEUDI,151
V113,16-10-2020,VENDREDI,175
V113,17-10-2020,SAMEDI,173
V113,18-10-2020,DIMANCHE,165
V113,19-10-2020,LUNDI,152
V113,20-10-2020,MARDI,151
V113,21-10-2020,MERCREDI,151
V116,15-10-2020,JEUDI,220
V116,16-10-2020,VENDREDI,232
V116,17-10-2020,SAMEDI,229
V116,18-10-2020,DIMANCHE,215
V116,19-10-2020,LUNDI,218
V116,20-10-2020,MARDI,221
V116,21-10-2020,MERCREDI,220
V117,15-10-2020,JEUDI,165
V117,16-10-2020,VENDREDI,174
V117,17-10-2020,SAMEDI,170
V117,18-10-2020,DIMANCHE,157
V117,19-10-2020,LUNDI,158
V117,20-10-2020,MARDI,164
V117,21-10-2020,MERCREDI,164
V119,15-10-2020,JEUDI,134
V119,16-10-2020,VENDREDI,143
V119,17-10-2020,SAMEDI,136
V119,18-10-2020,DIMANCHE,123
V119,19-10-2020,LUNDI,129
V119,20-10-2020,MARDI,132
V119,21-10-2020,MERCREDI,132
V120,15-10-2020,JEUDI,110
V120,16-10-2020,VENDREDI,116
V120,17-10-2020,SAMEDI,119
V120,18-10-2020,DIMANCHE,112
V120,19-10-2020,LUNDI,109
V120,20-10-2020,MARDI,110
V120,21-10-2020,MERCREDI,111
V121,15-10-2020,JEUDI,168
V121,16-10-2020,VENDREDI,170
V121,17-10-2020,SAMEDI,164
V121,18-10-2020,DIMANCHE,156
V121,19-10-2020,LUNDI,165
V121,20-10-2020,MARDI,164
V121,21-10-2020,MERCREDI,164
V122,15-10-2020,JEUDI,185
V122,16-10-2020,VENDREDI,194
V122,17-10-2020,SAMEDI,187
V122,18-10-2020,DIMANCHE,169
V122,19-10-2020,LUNDI,180
V122,20-10-2020,MARDI,184
V122,21-10-2020,MERCREDI,184
V123,15-10-2020,JEUDI,39
V123,16-10-2020,VENDREDI,40
V123,17-10-2020,SAMEDI,41
V123,18-10-2020,DIMANCHE,38
V123,19-10-2020,LUNDI,38
V123,20-10-2020,MARDI,38
V123,21-10-2020,MERCREDI,38
V125,15-10-2020,JEUDI,155
V125,16-10-2020,VENDREDI,165
V125,17-10-2020,SAMEDI,170
V125,18-10-2020,DIMANCHE,159
V125,19-10-2020,LUNDI,151
V125,20-10-2020,MARDI,154
V125,21-10-2020,MERCREDI,154
V126,15-10-2020,JEUDI,161
V126,16-10-2020,VENDREDI,176
V126,17-10-2020,SAMEDI,172
V126,18-10-2020,DIMANCHE,160
V126,19-10-2020,LUNDI,156
V126,20-10-2020,MARDI,159
V126,21-10-2020,MERCREDI,158
V127,15-10-2020,JEUDI,151
V127,16-10-2020,VENDREDI,160
V127,17-10-2020,SAMEDI,159
V127,18-10-2020,DIMANCHE,156
V127,19-10-2020,LUNDI,148
V127,20-10-2020,MARDI,149
V127,21-10-2020,MERCREDI,149
V128,15-10-2020,JEUDI,202
V128,16-10-2020,VENDREDI,216
V128,17-10-2020,SAMEDI,214
V128,18-10-2020,DIMANCHE,205
V128,19-10-2020,LUNDI,202
V128,20-10-2020,MARDI,205
V128,21-10-2020,MERCREDI,207
V130,15-10-2020,JEUDI,59
V130,16-10-2020,VENDREDI,65
V130,17-10-2020,SAMEDI,63
V130,18-10-2020,DIMANCHE,60
V130,19-10-2020,LUNDI,59
V130,20-10-2020,MARDI,60
V130,21-10-2020,MERCREDI,60
V131,15-10-2020,JEUDI,89
V131,16-10-2020,VENDREDI,96
V131,17-10-2020,SAMEDI,88
V131,18-10-2020,DIMANCHE,79
V131,19-10-2020,LUNDI,89
V131,20-10-2020,MARDI,90
V131,21-10-2020,MERCREDI,89
V133,15-10-2020,JEUDI,130
V133,16-10-2020,VENDREDI,134
V133,17-10-2020,SAMEDI,131
V133,18-10-2020,DIMANCHE,124
V133,19-10-2020,LUNDI,125
V133,20-10-2020,MARDI,130
V133,21-10-2020,MERCREDI,130
V144,15-10-2020,JEUDI,169
V144,16-10-2020,VENDREDI,193
V144,17-10-2020,SAMEDI,195
V144,18-10-2020,DIMANCHE,180
V144,19-10-2020,LUNDI,166
V144,20-10-2020,MARDI,168
V144,21-10-2020,MERCREDI,168
V145,15-10-2020,JEUDI,204
V145,16-10-2020,VENDREDI,214
V145,17-10-2020,SAMEDI,207
V145,18-10-2020,DIMANCHE,196
V145,19-10-2020,LUNDI,200
V145,20-10-2020,MARDI,200
V145,21-10-2020,MERCREDI,200
V147,15-10-2020,JEUDI,175
V147,16-10-2020,VENDREDI,182
V147,17-10-2020,SAMEDI,170
V147,18-10-2020,DIMANCHE,164
V147,19-10-2020,LUNDI,175
V147,20-10-2020,MARDI,176
V147,21-10-2020,MERCREDI,176
V148,15-10-2020,JEUDI,230
V148,16-10-2020,VENDREDI,238
V148,17-10-2020,SAMEDI,227
V148,18-10-2020,DIMANCHE,209
V148,19-10-2020,LUNDI,229
V148,20-10-2020,MARDI,231
V148,21-10-2020,MERCREDI,227
V150,15-10-2020,JEUDI,129
V150,16-10-2020,VENDREDI,135
V150,17-10-2020,SAMEDI,127
V150,18-10-2020,DIMANCHE,111
V150,19-10-2020,LUNDI,125
V150,20-10-2020,MARDI,128
V150,21-10-2020,MERCREDI,128
V151,15-10-2020,JEUDI,206
V151,16-10-2020,VENDREDI,228
V151,17-10-2020,SAMEDI,220
V151,18-10-2020,DIMANCHE,202
V151,19-10-2020,LUNDI,201
V151,20-10-2020,MARDI,204
V151,21-10-2020,MERCREDI,204
V155,15-10-2020,JEUDI,320
V155,16-10-2020,VENDREDI,370
V155,17-10-2020,SAMEDI,371
V155,18-10-2020,DIMANCHE,349
V155,19-10-2020,LUNDI,311
V155,20-10-2020,MARDI,321
V155,21-10-2020,MERCREDI,321
V156,15-10-2020,JEUDI,8
V156,16-10-2020,VENDREDI,14
V156,17-10-2020,SAMEDI,14
V156,18-10-2020,DIMANCHE,12
V156,19-10-2020,LUNDI,9
V156,20-10-2020,MARDI,9
V156,21-10-2020,MERCREDI,9
V158,15-10-2020,JEUDI,149
V158,16-10-2020,VENDREDI,153
V158,17-10-2020,SAMEDI,148
V158,18-10-2020,DIMANCHE,137
V158,19-10-2020,LUNDI,143
V158,20-10-2020,MARDI,149
V158,21-10-2020,MERCREDI,149
V160,15-10-2020,JEUDI,182
V160,16-10-2020,VENDREDI,196
V160,17-10-2020,SAMEDI,190
V160,18-10-2020,DIMANCHE,176
V160,19-10-2020,LUNDI,179
V160,20-10-2020,MARDI,180
V160,21-10-2020,MERCREDI,181
V161,15-10-2020,JEUDI,130
V161,16-10-2020,VENDREDI,143
V161,17-10-2020,SAMEDI,133
V161,18-10-2020,DIMANCHE,123
V161,19-10-2020,LUNDI,127
V161,20-10-2020,MARDI,129
V161,21-10-2020,MERCREDI,129
V163,15-10-2020,JEUDI,82
V163,16-10-2020,VENDREDI,82
V163,17-10-2020,SAMEDI,79
V163,18-10-2020,DIMANCHE,72
V163,19-10-2020,LUNDI,79
V163,20-10-2020,MARDI,82
V163,21-10-2020,MERCREDI,81
V164,15-10-2020,JEUDI,120
V164,16-10-2020,VENDREDI,130
V164,17-10-2020,SAMEDI,132
V164,18-10-2020,DIMANCHE,131
V164,19-10-2020,LUNDI,121
V164,20-10-2020,MARDI,122
V164,21-10-2020,MERCREDI,122
V165,15-10-2020,JEUDI,158
V165,16-10-2020,VENDREDI,174
V165,17-10-2020,SAMEDI,174
V165,18-10-2020,DIMANCHE,161
V165,19-10-2020,LUNDI,155
V165,20-10-2020,MARDI,157
V165,21-10-2020,MERCREDI,157
V166,15-10-2020,JEUDI,38
V166,16-10-2020,VENDREDI,44
V166,17-10-2020,SAMEDI,44
V166,18-10-2020,DIMANCHE,36
V166,19-10-2020,LUNDI,35
V166,20-10-2020,MARDI,37
V166,21-10-2020,MERCREDI,37
V167,15-10-2020,JEUDI,60
V167,16-10-2020,VENDREDI,60
V167,17-10-2020,SAMEDI,54
V167,18-10-2020,DIMANCHE,51
V167,19-10-2020,LUNDI,59
V167,20-10-2020,MARDI,59
V167,21-10-2020,MERCREDI,60
V168,15-10-2020,JEUDI,105
V168,16-10-2020,VENDREDI,118
V168,17-10-2020,SAMEDI,115
V168,18-10-2020,DIMANCHE,111
V168,19-10-2020,LUNDI,104
V168,20-10-2020,MARDI,104
V168,21-10-2020,MERCREDI,104
V169,15-10-2020,JEUDI,119
V169,16-10-2020,VENDREDI,126
V169,17-10-2020,SAMEDI,124
V169,18-10-2020,DIMANCHE,114
V169,19-10-2020,LUNDI,118
V169,20-10-2020,MARDI,118
V169,21-10-2020,MERCREDI,117
V170,15-10-2020,JEUDI,96
V170,16-10-2020,VENDREDI,101
V170,17-10-2020,SAMEDI,103
V170,18-10-2020,DIMANCHE,101
V170,19-10-2020,LUNDI,96
V170,20-10-2020,MARDI,96
V170,21-10-2020,MERCREDI,96
V171,15-10-2020,JEUDI,113
V171,16-10-2020,VENDREDI,119
V171,17-10-2020,SAMEDI,118
V171,18-10-2020,DIMANCHE,112
V171,19-10-2020,LUNDI,110
V171,20-10-2020,MARDI,113
V171,21-10-2020,MERCREDI,113
V172,15-10-2020,JEUDI,172
V172,16-10-2020,VENDREDI,179
V172,17-10-2020,SAMEDI,179
V172,18-10-2020,DIMANCHE,170
V172,19-10-2020,LUNDI,170
V172,20-10-2020,MARDI,170
V172,21-10-2020,MERCREDI,170
V173,15-10-2020,JEUDI,119
V173,16-10-2020,VENDREDI,124
V173,17-10-2020,SAMEDI,124
V173,18-10-2020,DIMANCHE,110
V173,19-10-2020,LUNDI,115
V173,20-10-2020,MARDI,119
V173,21-10-2020,MERCREDI,119
V174,15-10-2020,JEUDI,144
V174,16-10-2020,VENDREDI,156
V174,17-10-2020,SAMEDI,154
V174,18-10-2020,DIMANCHE,142
V174,19-10-2020,LUNDI,142
V174,20-10-2020,MARDI,144
V174,21-10-2020,MERCREDI,144
V175,15-10-2020,JEUDI,116
V175,16-10-2020,VENDREDI,125
V175,17-10-2020,SAMEDI,125
V175,18-10-2020,DIMANCHE,120
V175,19-10-2020,LUNDI,115
V175,20-10-2020,MARDI,116
V175,21-10-2020,MERCREDI,116
V176,15-10-2020,JEUDI,116
V176,16-10-2020,VENDREDI,133
V176,17-10-2020,SAMEDI,131
V176,18-10-2020,DIMANCHE,123
V176,19-10-2020,LUNDI,115
V176,20-10-2020,MARDI,115
V176,21-10-2020,MERCREDI,116
V177,15-10-2020,JEUDI,94
V177,16-10-2020,VENDREDI,100
V177,17-10-2020,SAMEDI,96
V177,18-10-2020,DIMANCHE,90
V177,19-10-2020,LUNDI,93
V177,20-10-2020,MARDI,95
V177,21-10-2020,MERCREDI,95
V178,15-10-2020,JEUDI,125
V178,16-10-2020,VENDREDI,130
V178,17-10-2020,SAMEDI,125
V178,18-10-2020,DIMANCHE,118
V178,19-10-2020,LUNDI,125
V178,20-10-2020,MARDI,127
V178,21-10-2020,MERCREDI,127
V179,15-10-2020,JEUDI,128
V179,16-10-2020,VENDREDI,138
V179,17-10-2020,SAMEDI,132
V179,18-10-2020,DIMANCHE,119
V179,19-10-2020,LUNDI,125
V179,20-10-2020,MARDI,127
V179,21-10-2020,MERCREDI,127
V180,15-10-2020,JEUDI,141
V180,16-10-2020,VENDREDI,164
V180,17-10-2020,SAMEDI,151
V180,18-10-2020,DIMANCHE,134
V180,19-10-2020,LUNDI,136
V180,20-10-2020,MARDI,139
V180,21-10-2020,MERCREDI,139
V181,15-10-2020,JEUDI,119
V181,16-10-2020,VENDREDI,125
V181,17-10-2020,SAMEDI,126
V181,18-10-2020,DIMANCHE,120
V181,19-10-2020,LUNDI,114
V181,20-10-2020,MARDI,119
V181,21-10-2020,MERCREDI,119
V182,15-10-2020,JEUDI,120
V182,16-10-2020,VENDREDI,126
V182,17-10-2020,SAMEDI,124
V182,18-10-2020,DIMANCHE,121
V182,19-10-2020,LUNDI,117
V182,20-10-2020,MARDI,120
V182,21-10-2020,MERCREDI,121
V183,15-10-2020,JEUDI,158
V183,16-10-2020,VENDREDI,170
V183,17-10-2020,SAMEDI,162
V183,18-10-2020,DIMANCHE,150
V183,19-10-2020,LUNDI,151
V183,20-10-2020,MARDI,155
V183,21-10-2020,MERCREDI,155
V184,15-10-2020,JEUDI,148
V184,16-10-2020,VENDREDI,163
V184,17-10-2020,SAMEDI,165
V184,18-10-2020,DIMANCHE,150
V184,19-10-2020,LUNDI,146
V184,20-10-2020,MARDI,150
V184,21-10-2020,MERCREDI,150
V185,15-10-2020,JEUDI,132
V185,16-10-2020,VENDREDI,149
V185,17-10-2020,SAMEDI,146
V185,18-10-2020,DIMANCHE,140
V185,19-10-2020,LUNDI,130
V185,20-10-2020,MARDI,135
V185,21-10-2020,MERCREDI,135
V186,15-10-2020,JEUDI,138
V186,16-10-2020,VENDREDI,147
V186,17-10-2020,SAMEDI,153
V186,18-10-2020,DIMANCHE,149
V186,19-10-2020,LUNDI,135
V186,20-10-2020,MARDI,137
V186,21-10-2020,MERCREDI,136
V187,15-10-2020,JEUDI,86
V187,16-10-2020,VENDREDI,94
V187,17-10-2020,SAMEDI,93
V187,18-10-2020,DIMANCHE,91
V187,19-10-2020,LUNDI,84
V187,20-10-2020,MARDI,86
V187,21-10-2020,MERCREDI,86
V188,15-10-2020,JEUDI,127
V188,16-10-2020,VENDREDI,132
V188,17-10-2020,SAMEDI,128
V188,18-10-2020,DIMANCHE,121
V188,19-10-2020,LUNDI,121
V188,20-10-2020,MARDI,126
V188,21-10-2020,MERCREDI,126
V189,15-10-2020,JEUDI,159
V189,16-10-2020,VENDREDI,166
V189,17-10-2020,SAMEDI,150
V189,18-10-2020,DIMANCHE,138
V189,19-10-2020,LUNDI,157
V189,20-10-2020,MARDI,158
V189,21-10-2020,MERCREDI,157
V190,15-10-2020,JEUDI,123
V190,16-10-2020,VENDREDI,132
V190,17-10-2020,SAMEDI,127
V190,18-10-2020,DIMANCHE,117
V190,19-10-2020,LUNDI,118
V190,20-10-2020,MARDI,122
V190,21-10-2020,MERCREDI,122
V191,15-10-2020,JEUDI,112
V191,16-10-2020,VENDREDI,114
V191,17-10-2020,SAMEDI,114
V191,18-10-2020,DIMANCHE,112
V191,19-10-2020,LUNDI,112
V191,20-10-2020,MARDI,112
V191,21-10-2020,MERCREDI,112
V192,15-10-2020,JEUDI,101
V192,16-10-2020,VENDREDI,111
V192,17-10-2020,SAMEDI,106
V192,18-10-2020,DIMANCHE,90
V192,19-10-2020,LUNDI,99
V192,20-10-2020,MARDI,101
V192,21-10-2020,MERCREDI,101
V193,15-10-2020,JEUDI,114
V193,16-10-2020,VENDREDI,116
V193,17-10-2020,SAMEDI,110
V193,18-10-2020,DIMANCHE,94
V193,19-10-2020,LUNDI,112
V193,20-10-2020,MARDI,114
V193,21-10-2020,MERCREDI,114
V194,15-10-2020,JEUDI,60
V194,16-10-2020,VENDREDI,61
V194,17-10-2020,SAMEDI,62
V194,18-10-2020,DIMANCHE,63
V194,19-10-2020,LUNDI,61
V194,20-10-2020,MARDI,61
V194,21-10-2020,MERCREDI,61
V195,15-10-2020,JEUDI,75
V195,16-10-2020,VENDREDI,77
V195,17-10-2020,SAMEDI,76
V195,18-10-2020,DIMANCHE,75
V195,19-10-2020,LUNDI,72
V195,20-10-2020,MARDI,72
V195,21-10-2020,MERCREDI,71
V196,15-10-2020,JEUDI,112
V196,16-10-2020,VENDREDI,120
V196,17-10-2020,SAMEDI,120
V196,18-10-2020,DIMANCHE,114
V196,19-10-2020,LUNDI,110
V196,20-10-2020,MARDI,111
V196,21-10-2020,MERCREDI,110
V197,15-10-2020,JEUDI,128
V197,16-10-2020,VENDREDI,136
V197,17-10-2020,SAMEDI,128
V197,18-10-2020,DIMANCHE,119
V197,19-10-2020,LUNDI,126
V197,20-10-2020,MARDI,127
V197,21-10-2020,MERCREDI,126
